"","Received.Year","Received.Month","Report.Date","County.Name","Animal.Classification","Number.of.Samples","Positive.Samples","Latitude.Center.Point","Longitude.Center.Point","Geocode"
"9779",2013,7,NA,"Ontario","Cat",2,0,42.88749,-77.28249,"POINT (-77.28249 42.88749)"
"9780",2008,10,NA,"Cattaraugus","Raccoon",1,1,42.24942,-78.79884,"POINT (-78.79884 42.24942)"
"9781",2010,8,NA,"Tioga","Skunk",1,0,42.17028,-76.30633,"POINT (-76.30633 42.17028)"
"9782",2017,9,NA,"Oneida","Cat",2,0,43.10205,-75.23,"POINT (-75.23 43.10205)"
"9783",2023,9,NA,"Westchester","Raccoon",1,1,41.122,-73.7949,"POINT (-73.7949 41.122)"
"9784",2015,8,NA,"Orange","Bat",11,0,41.40219,-74.3241,"POINT (-74.3241 41.40219)"
"9785",2021,11,NA,"Otsego","Cat",1,0,42.70102,-74.9268,"POINT (-74.9268 42.70102)"
"9786",2020,8,NA,"Columbia","Cat",1,0,42.25177,-73.78788,"POINT (-73.78788 42.25177)"
"9787",2017,7,NA,"Herkimer","Bat",5,0,43.02599,-74.98441,"POINT (-74.98441 43.02599)"
"9788",2018,11,NA,"Otsego","Bat",2,0,42.70102,-74.9268,"POINT (-74.9268 42.70102)"
"9789",2012,4,NA,"Oneida","Raccoon",1,1,43.10205,-75.23,"POINT (-75.23 43.10205)"
"9790",2020,3,NA,"Rensselaer","Fox",1,0,42.72768,-73.69106,"POINT (-73.69106 42.72768)"
"9791",2017,9,NA,"Clinton","Wild Other",1,0,44.69967,-73.45181,"POINT (-73.45181 44.69967)"
"9792",2021,10,NA,"Albany","Cat",1,0,42.6526,-73.7562,"POINT (-73.7562 42.6526)"
"9793",2017,5,NA,"Rockland","Skunk",1,0,41.14742,-73.98943,"POINT (-73.98943 41.14742)"
"9794",2023,11,NA,"Orange","Wild Other",2,0,41.40219,-74.3241,"POINT (-74.3241 41.40219)"
"9795",2014,10,NA,"Niagara","Bat",2,2,43.16886,-78.69685,"POINT (-78.69685 43.16886)"
"9796",2010,7,NA,"Putnam","Cat",3,0,41.42733,-73.74847,"POINT (-73.74847 41.42733)"
"9797",2009,12,NA,"St. Lawrence","Rodents",1,0,44.59563,-75.16923,"POINT (-75.16923 44.59563)"
"9798",2016,11,NA,"Steuben","Cat",1,0,42.26781,-77.38381,"POINT (-77.38381 42.26781)"
"9799",2024,6,NA,"Chemung","Cat",1,0,42.08982,-76.80826,"POINT (-76.80826 42.08982)"
"9800",2020,5,NA,"Jefferson","Skunk",3,0,43.97238,-75.91125,"POINT (-75.91125 43.97238)"
"9801",2021,9,NA,"Westchester","Skunk",1,0,41.122,-73.7949,"POINT (-73.7949 41.122)"
"9802",2020,4,NA,"Dutchess","Rodents",1,0,41.76569,-73.74322,"POINT (-73.74322 41.76569)"
"9803",2010,1,NA,"Genesee","Cat",1,0,42.9838,-78.1564,"POINT (-78.1564 42.9838)"
"9804",2023,8,NA,"Nassau","Cat",1,0,40.74607,-73.63462,"POINT (-73.63462 40.74607)"
"9805",2023,6,NA,"Schoharie","Dog",1,0,42.66587,-74.30988,"POINT (-74.30988 42.66587)"
"9806",2018,6,NA,"Dutchess","Bat",6,0,41.76569,-73.74322,"POINT (-73.74322 41.76569)"
"9807",2007,11,NA,"Erie","Skunk",3,2,42.75816,-78.77966,"POINT (-78.77966 42.75816)"
"9808",2013,11,NA,"Schuyler","Raccoon",2,2,42.39501,-76.87556,"POINT (-76.87556 42.39501)"
"9809",2015,1,NA,"Lewis","Dog",2,0,43.78471,-75.44877,"POINT (-75.44877 43.78471)"
"9810",2009,7,NA,"Nassau","Bat",1,0,40.74607,-73.63462,"POINT (-73.63462 40.74607)"
"9811",2024,6,NA,"Chenango","Wild Other",1,0,42.53122,-75.52378,"POINT (-75.52378 42.53122)"
"9812",2017,4,NA,"Saratoga","Rodents",1,0,43.0106,-73.84956,"POINT (-73.84956 43.0106)"
"9813",2016,2,NA,"Herkimer","Wild Other",1,0,43.02599,-74.98441,"POINT (-74.98441 43.02599)"
"9814",2008,6,NA,"Westchester","Rodents",4,0,41.122,-73.7949,"POINT (-73.7949 41.122)"
"9815",2019,12,NA,"Westchester","Dog",4,0,41.122,-73.7949,"POINT (-73.7949 41.122)"
"9816",2023,11,NA,"Ulster","Dog",3,0,41.92706,-73.99762,"POINT (-73.99762 41.92706)"
"9817",2010,8,NA,"Essex","Bat",6,0,44.21634,-73.59043,"POINT (-73.59043 44.21634)"
"9818",2011,1,NA,"Steuben","Domestic Other",1,0,42.26781,-77.38381,"POINT (-77.38381 42.26781)"
"9819",2014,5,NA,"St. Lawrence","Skunk",1,0,44.59563,-75.16923,"POINT (-75.16923 44.59563)"
"9820",2012,3,NA,"Putnam","Bat",4,0,41.42733,-73.74847,"POINT (-73.74847 41.42733)"
"9821",2024,3,NA,"Essex","Raccoon",1,0,44.21634,-73.59043,"POINT (-73.59043 44.21634)"
"9822",2008,4,NA,"Wyoming","Wild Other",1,0,42.74022,-78.13259,"POINT (-78.13259 42.74022)"
"9823",2017,11,NA,"Ontario","Raccoon",1,0,42.88749,-77.28249,"POINT (-77.28249 42.88749)"
"9824",2014,1,NA,"Cortland","Raccoon",1,1,42.60121,-76.18048,"POINT (-76.18048 42.60121)"
"9825",2023,6,NA,"Suffolk","Cat",5,0,40.91701,-72.66214,"POINT (-72.66214 40.91701)"
"9826",2009,11,NA,"St. Lawrence","Domestic Other",1,0,44.59563,-75.16923,"POINT (-75.16923 44.59563)"
"9827",2012,6,NA,"Delaware","Bat",1,0,42.27959,-74.91376,"POINT (-74.91376 42.27959)"
"9828",2024,6,NA,"Suffolk","Bat",2,0,40.91701,-72.66214,"POINT (-72.66214 40.91701)"
"9829",2014,11,NA,"Schoharie","Bat",1,0,42.66587,-74.30988,"POINT (-74.30988 42.66587)"
"9830",2021,9,NA,"Niagara","Cat",1,0,43.16886,-78.69685,"POINT (-78.69685 43.16886)"
"9831",2019,12,NA,"Onondaga","Wild Other",1,0,43.04794,-76.14745,"POINT (-76.14745 43.04794)"
"9832",2018,7,NA,"Cattaraugus","Bat",11,3,42.24942,-78.79884,"POINT (-78.79884 42.24942)"
"9833",2008,3,NA,"Steuben","Cat",1,0,42.26781,-77.38381,"POINT (-77.38381 42.26781)"
"9834",2013,3,NA,"Westchester","Dog",4,0,41.122,-73.7949,"POINT (-73.7949 41.122)"
"9835",2010,9,NA,"Cortland","Bat",1,0,42.60121,-76.18048,"POINT (-76.18048 42.60121)"
"9836",2016,3,NA,"Cayuga","Rodents",1,0,43.01032,-76.57435,"POINT (-76.57435 43.01032)"
"9837",2012,5,NA,"Orange","Bat",10,1,41.40219,-74.3241,"POINT (-74.3241 41.40219)"
"9838",2018,7,NA,"Ontario","Bat",3,0,42.88749,-77.28249,"POINT (-77.28249 42.88749)"
"9839",2015,2,NA,"Greene","Dog",1,0,42.21761,-73.86491,"POINT (-73.86491 42.21761)"
"9840",2008,2,NA,"Albany","Dog",1,0,42.6526,-73.7562,"POINT (-73.7562 42.6526)"
"9841",2019,9,NA,"Clinton","Skunk",4,0,44.69967,-73.45181,"POINT (-73.45181 44.69967)"
"9842",2009,6,NA,"Madison","Cat",2,0,42.91287,-75.66973,"POINT (-75.66973 42.91287)"
"9843",2015,1,NA,"Putnam","Domestic Other",1,0,41.42733,-73.74847,"POINT (-73.74847 41.42733)"
"9844",2016,3,NA,"Clinton","Fox",2,0,44.69967,-73.45181,"POINT (-73.45181 44.69967)"
"9845",2018,9,NA,"Steuben","Cat",1,0,42.26781,-77.38381,"POINT (-77.38381 42.26781)"
"9846",2018,4,NA,"Oswego","Rodents",1,0,43.4576,-76.50769,"POINT (-76.50769 43.4576)"
"9847",2017,3,NA,"Erie","Raccoon",3,0,42.75816,-78.77966,"POINT (-78.77966 42.75816)"
"9848",2014,9,NA,"St. Lawrence","Bat",1,0,44.59563,-75.16923,"POINT (-75.16923 44.59563)"
"9849",2008,10,NA,"Suffolk","Cat",3,0,40.91701,-72.66214,"POINT (-72.66214 40.91701)"
"9850",2008,7,NA,"Schoharie","Bat",1,1,42.66587,-74.30988,"POINT (-74.30988 42.66587)"
"9851",2011,8,NA,"Washington","Fox",1,0,43.26707,-73.58484,"POINT (-73.58484 43.26707)"
"9852",2010,5,NA,"Orleans","Bat",1,0,43.24625,-78.19376,"POINT (-78.19376 43.24625)"
"9853",2022,12,NA,"Suffolk","Raccoon",1,0,40.91701,-72.66214,"POINT (-72.66214 40.91701)"
"9854",2017,5,NA,"Chenango","Bat",3,0,42.53122,-75.52378,"POINT (-75.52378 42.53122)"
"9855",2021,8,NA,"Ontario","Bat",11,0,42.88749,-77.28249,"POINT (-77.28249 42.88749)"
"9856",2023,9,NA,"Orleans","Cat",1,0,43.24625,-78.19376,"POINT (-78.19376 43.24625)"
"9857",2022,4,NA,"Allegany","Cat",1,0,42.34332,-78.11192,"POINT (-78.11192 42.34332)"
"9858",2012,10,NA,"Chenango","Domestic Other",1,0,42.53122,-75.52378,"POINT (-75.52378 42.53122)"
"9859",2021,5,NA,"Chemung","Fox",1,0,42.08982,-76.80826,"POINT (-76.80826 42.08982)"
"9860",2010,8,NA,"Jefferson","Cattle",1,0,43.97238,-75.91125,"POINT (-75.91125 43.97238)"
"9861",2014,10,NA,"Allegany","Cat",1,0,42.34332,-78.11192,"POINT (-78.11192 42.34332)"
"9862",2011,11,NA,"Orange","Fox",1,0,41.40219,-74.3241,"POINT (-74.3241 41.40219)"
"9863",2023,8,NA,"Tioga","Bat",12,1,42.17028,-76.30633,"POINT (-76.30633 42.17028)"
"9864",2018,6,NA,"Ulster","Bat",6,0,41.92706,-73.99762,"POINT (-73.99762 41.92706)"
"9865",2024,2,NA,"Schoharie","Dog",1,0,42.66587,-74.30988,"POINT (-74.30988 42.66587)"
"9866",2020,9,NA,"Steuben","Dog",1,0,42.26781,-77.38381,"POINT (-77.38381 42.26781)"
"9867",2010,12,NA,"Jefferson","Dog",2,0,43.97238,-75.91125,"POINT (-75.91125 43.97238)"
"9868",2021,6,NA,"Montgomery","Rodents",1,0,42.95571,-74.37199,"POINT (-74.37199 42.95571)"
"9869",2017,4,NA,"Tompkins","Bat",4,0,42.45201,-76.47367,"POINT (-76.47367 42.45201)"
"9870",2012,7,NA,"Cattaraugus","Rodents",1,0,42.24942,-78.79884,"POINT (-78.79884 42.24942)"
"9871",2024,3,NA,"Allegany","Dog",1,0,42.34332,-78.11192,"POINT (-78.11192 42.34332)"
"9872",2017,7,NA,"Saratoga","Skunk",2,1,43.0106,-73.84956,"POINT (-73.84956 43.0106)"
"9873",2014,4,NA,"Westchester","Skunk",2,1,41.122,-73.7949,"POINT (-73.7949 41.122)"
"9874",2010,1,NA,"Dutchess","Raccoon",2,2,41.76569,-73.74322,"POINT (-73.74322 41.76569)"
"9875",2015,8,NA,"Schenectady","Bat",8,0,42.81422,-73.9441,"POINT (-73.9441 42.81422)"
"9876",2013,7,NA,"Sullivan","Cat",3,0,41.65454,-74.68491,"POINT (-74.68491 41.65454)"
"9877",2023,8,NA,"Monroe","Raccoon",1,0,43.15571,-77.61255,"POINT (-77.61255 43.15571)"
"9878",2009,4,NA,"Lewis","Bat",1,0,43.78471,-75.44877,"POINT (-75.44877 43.78471)"
"9879",2011,1,NA,"Tioga","Raccoon",1,0,42.17028,-76.30633,"POINT (-76.30633 42.17028)"
"9880",2020,5,NA,"Cattaraugus","Cattle",1,0,42.24942,-78.79884,"POINT (-78.79884 42.24942)"
"9881",2011,5,NA,"Tompkins","Cattle",1,0,42.45201,-76.47367,"POINT (-76.47367 42.45201)"
"9882",2015,6,NA,"Oneida","Cat",2,0,43.10205,-75.23,"POINT (-75.23 43.10205)"
"9883",2014,12,NA,"Otsego","Bat",2,0,42.70102,-74.9268,"POINT (-74.9268 42.70102)"
"9884",2018,11,NA,"Ontario","Cat",1,0,42.88749,-77.28249,"POINT (-77.28249 42.88749)"
"9885",2019,7,NA,"Ulster","Cat",3,0,41.92706,-73.99762,"POINT (-73.99762 41.92706)"
"9886",2017,2,NA,"Putnam","Bat",4,0,41.42733,-73.74847,"POINT (-73.74847 41.42733)"
"9887",2016,2,NA,"Washington","Domestic Other",1,0,43.26707,-73.58484,"POINT (-73.58484 43.26707)"
"9888",2016,10,NA,"Oneida","Cattle",1,0,43.10205,-75.23,"POINT (-75.23 43.10205)"
"9889",2018,1,NA,"Nassau","Bat",1,0,40.74607,-73.63462,"POINT (-73.63462 40.74607)"
"9890",2017,10,NA,"Columbia","Cattle",1,0,42.25177,-73.78788,"POINT (-73.78788 42.25177)"
"9891",2009,8,NA,"Wayne","Cat",1,0,43.06169,-76.99171,"POINT (-76.99171 43.06169)"
"9892",2016,6,NA,"Clinton","Wild Other",1,0,44.69967,-73.45181,"POINT (-73.45181 44.69967)"
"9893",2010,8,NA,"Tompkins","Rodents",2,0,42.45201,-76.47367,"POINT (-76.47367 42.45201)"
"9894",2009,10,NA,"Herkimer","Cattle",1,0,43.02599,-74.98441,"POINT (-74.98441 43.02599)"
"9895",2012,9,NA,"Westchester","Skunk",2,0,41.122,-73.7949,"POINT (-73.7949 41.122)"
"9896",2018,9,NA,"Seneca","Bat",1,0,42.78105,-76.82376,"POINT (-76.82376 42.78105)"
"9897",2010,5,NA,"Orange","Cat",1,1,41.40219,-74.3241,"POINT (-74.3241 41.40219)"
"9898",2014,8,NA,"Genesee","Wild Other",1,0,42.9838,-78.1564,"POINT (-78.1564 42.9838)"
"9899",2010,9,NA,"Cayuga","Bat",2,0,43.01032,-76.57435,"POINT (-76.57435 43.01032)"
"9900",2016,3,NA,"Onondaga","Dog",3,0,43.04794,-76.14745,"POINT (-76.14745 43.04794)"
"9901",2018,4,NA,"Westchester","Dog",5,0,41.122,-73.7949,"POINT (-73.7949 41.122)"
"9902",2011,5,NA,"Rensselaer","Cat",2,0,42.72768,-73.69106,"POINT (-73.69106 42.72768)"
"9903",2019,10,NA,"Delaware","Raccoon",1,0,42.27959,-74.91376,"POINT (-74.91376 42.27959)"
"9904",2024,5,NA,"Washington","Fox",1,0,43.26707,-73.58484,"POINT (-73.58484 43.26707)"
"9905",2016,1,NA,"Cattaraugus","Cat",1,0,42.24942,-78.79884,"POINT (-78.79884 42.24942)"
"9906",2008,7,NA,"Cortland","Rodents",1,0,42.60121,-76.18048,"POINT (-76.18048 42.60121)"
"9907",2020,10,NA,"Suffolk","Wild Other",1,0,40.91701,-72.66214,"POINT (-72.66214 40.91701)"
"9908",2015,7,NA,"Wayne","Bat",4,0,43.06169,-76.99171,"POINT (-76.99171 43.06169)"
"9909",2020,6,NA,"Niagara","Cattle",1,0,43.16886,-78.69685,"POINT (-78.69685 43.16886)"
"9910",2016,10,NA,"Niagara","Cattle",1,0,43.16886,-78.69685,"POINT (-78.69685 43.16886)"
"9911",2013,9,NA,"St. Lawrence","Bat",3,1,44.59563,-75.16923,"POINT (-75.16923 44.59563)"
"9912",2009,10,NA,"Erie","Dog",9,0,42.75816,-78.77966,"POINT (-78.77966 42.75816)"
"9913",2009,12,NA,"Westchester","Dog",4,0,41.122,-73.7949,"POINT (-73.7949 41.122)"
"9914",2008,8,NA,"Suffolk","Bat",22,1,40.91701,-72.66214,"POINT (-72.66214 40.91701)"
"9915",2011,10,NA,"Fulton","Dog",1,0,43.0069,-74.37424,"POINT (-74.37424 43.0069)"
"9916",2015,5,NA,"Broome","Dog",1,0,42.0987,-75.91254,"POINT (-75.91254 42.0987)"
"9917",2021,7,NA,"Warren","Bat",1,0,43.42622,-73.71242,"POINT (-73.71242 43.42622)"
"9918",2023,9,NA,"Oneida","Wild Other",1,0,43.10205,-75.23,"POINT (-75.23 43.10205)"
"9919",2019,2,NA,"Orange","Wild Other",1,0,41.40219,-74.3241,"POINT (-74.3241 41.40219)"
"9920",2016,11,NA,"Otsego","Bat",1,0,42.70102,-74.9268,"POINT (-74.9268 42.70102)"
"9921",2013,7,NA,"Ulster","Bat",13,0,41.92706,-73.99762,"POINT (-73.99762 41.92706)"
"9922",2009,5,NA,"Clinton","Wild Other",1,0,44.69967,-73.45181,"POINT (-73.45181 44.69967)"
"9923",2015,5,NA,"Nassau","Cat",2,0,40.74607,-73.63462,"POINT (-73.63462 40.74607)"
"9924",2013,4,NA,"St. Lawrence","Dog",1,0,44.59563,-75.16923,"POINT (-75.16923 44.59563)"
"9925",2009,11,NA,"Rockland","Bat",2,0,41.14742,-73.98943,"POINT (-73.98943 41.14742)"
"9926",2010,9,NA,"Westchester","Bat",12,1,41.122,-73.7949,"POINT (-73.7949 41.122)"
"9927",2011,11,NA,"Herkimer","Cat",2,0,43.02599,-74.98441,"POINT (-74.98441 43.02599)"
"9928",2012,8,NA,"Onondaga","Dog",3,0,43.04794,-76.14745,"POINT (-76.14745 43.04794)"
"9929",2018,12,NA,"Cortland","Raccoon",1,1,42.60121,-76.18048,"POINT (-76.18048 42.60121)"
"9930",2009,1,NA,"Columbia","Raccoon",4,3,42.25177,-73.78788,"POINT (-73.78788 42.25177)"
"9931",2010,11,NA,"Saratoga","Fox",1,0,43.0106,-73.84956,"POINT (-73.84956 43.0106)"
"9932",2012,7,NA,"Suffolk","Bat",5,0,40.91701,-72.66214,"POINT (-72.66214 40.91701)"
"9933",2022,8,NA,"Oswego","Raccoon",2,0,43.4576,-76.50769,"POINT (-76.50769 43.4576)"
"9934",2017,8,NA,"Tioga","Bat",2,0,42.17028,-76.30633,"POINT (-76.30633 42.17028)"
"9935",2011,6,NA,"Cayuga","Raccoon",2,1,43.01032,-76.57435,"POINT (-76.57435 43.01032)"
"9936",2014,9,NA,"Clinton","Bat",1,0,44.69967,-73.45181,"POINT (-73.45181 44.69967)"
"9937",2008,12,NA,"Tioga","Bat",2,0,42.17028,-76.30633,"POINT (-76.30633 42.17028)"
"9938",2008,3,NA,"Orange","Cat",4,0,41.40219,-74.3241,"POINT (-74.3241 41.40219)"
"9939",2019,8,NA,"Cayuga","Cat",1,0,43.01032,-76.57435,"POINT (-76.57435 43.01032)"
"9940",2024,5,NA,"Montgomery","Fox",2,2,42.95571,-74.37199,"POINT (-74.37199 42.95571)"
"9941",2016,9,NA,"Rockland","Cat",1,1,41.14742,-73.98943,"POINT (-73.98943 41.14742)"
"9942",2024,6,NA,"Franklin","Bat",2,0,44.84888,-74.29136,"POINT (-74.29136 44.84888)"
"9943",2015,6,NA,"Orange","Rodents",2,0,41.40219,-74.3241,"POINT (-74.3241 41.40219)"
"9944",2014,7,NA,"Putnam","Skunk",1,0,41.42733,-73.74847,"POINT (-73.74847 41.42733)"
"9945",2018,5,NA,"Westchester","Bat",17,1,41.122,-73.7949,"POINT (-73.7949 41.122)"
"9946",2011,8,NA,"Erie","Domestic Other",1,0,42.75816,-78.77966,"POINT (-78.77966 42.75816)"
"9947",2013,11,NA,"Chemung","Bat",1,0,42.08982,-76.80826,"POINT (-76.80826 42.08982)"
"9948",2015,11,NA,"Cortland","Wild Other",2,0,42.60121,-76.18048,"POINT (-76.18048 42.60121)"
"9949",2011,5,NA,"Orleans","Bat",1,0,43.24625,-78.19376,"POINT (-78.19376 43.24625)"
"9950",2014,11,NA,"Nassau","Cat",4,0,40.74607,-73.63462,"POINT (-73.63462 40.74607)"
"9951",2016,7,NA,"Livingston","Cat",3,0,42.80006,-77.81584,"POINT (-77.81584 42.80006)"
"9952",2009,6,NA,"Saratoga","Cattle",1,0,43.0106,-73.84956,"POINT (-73.84956 43.0106)"
"9953",2013,1,NA,"Clinton","Rodents",1,0,44.69967,-73.45181,"POINT (-73.45181 44.69967)"
"9954",2008,12,NA,"Onondaga","Cat",4,0,43.04794,-76.14745,"POINT (-76.14745 43.04794)"
"9955",2011,4,NA,"Chenango","Rodents",1,0,42.53122,-75.52378,"POINT (-75.52378 42.53122)"
"9956",2008,10,NA,"Saratoga","Dog",2,0,43.0106,-73.84956,"POINT (-73.84956 43.0106)"
"9957",2011,3,NA,"Monroe","Wild Other",2,1,43.15571,-77.61255,"POINT (-77.61255 43.15571)"
"9958",2013,8,NA,"Ontario","Dog",2,0,42.88749,-77.28249,"POINT (-77.28249 42.88749)"
"9959",2015,3,NA,"Franklin","Rodents",1,0,44.84888,-74.29136,"POINT (-74.29136 44.84888)"
"9960",2019,12,NA,"Schenectady","Cat",2,0,42.81422,-73.9441,"POINT (-73.9441 42.81422)"
"9961",2014,3,NA,"Delaware","Wild Other",2,0,42.27959,-74.91376,"POINT (-74.91376 42.27959)"
"9962",2017,5,NA,"Tompkins","Cattle",2,0,42.45201,-76.47367,"POINT (-76.47367 42.45201)"
"9963",2022,7,NA,"Essex","Bat",5,0,44.21634,-73.59043,"POINT (-73.59043 44.21634)"
"9964",2015,4,NA,"Steuben","Dog",2,0,42.26781,-77.38381,"POINT (-77.38381 42.26781)"
"9965",2018,8,NA,"Wyoming","Cat",1,1,42.74022,-78.13259,"POINT (-78.13259 42.74022)"
"9966",2021,1,NA,"Oswego","Bat",3,0,43.4576,-76.50769,"POINT (-76.50769 43.4576)"
"9967",2012,1,NA,"Dutchess","Bat",1,0,41.76569,-73.74322,"POINT (-73.74322 41.76569)"
"9968",2019,1,NA,"Tompkins","Bat",4,0,42.45201,-76.47367,"POINT (-76.47367 42.45201)"
"9969",2011,9,NA,"Saratoga","Bat",1,1,43.0106,-73.84956,"POINT (-73.84956 43.0106)"
"9970",2017,11,NA,"Cayuga","Bat",2,0,43.01032,-76.57435,"POINT (-76.57435 43.01032)"
"9971",2011,11,NA,"Allegany","Dog",1,0,42.34332,-78.11192,"POINT (-78.11192 42.34332)"
"9972",2008,5,NA,"Cayuga","Rodents",1,0,43.01032,-76.57435,"POINT (-76.57435 43.01032)"
"9973",2022,12,NA,"Nassau","Bat",1,0,40.74607,-73.63462,"POINT (-73.63462 40.74607)"
"9974",2022,4,NA,"Oswego","Skunk",2,0,43.4576,-76.50769,"POINT (-76.50769 43.4576)"
"9975",2009,5,NA,"Ontario","Domestic Other",1,0,42.88749,-77.28249,"POINT (-77.28249 42.88749)"
"9976",2013,6,NA,"Otsego","Bat",2,0,42.70102,-74.9268,"POINT (-74.9268 42.70102)"
"9977",2022,5,NA,"Cattaraugus","Fox",1,0,42.24942,-78.79884,"POINT (-78.79884 42.24942)"
"9978",2013,1,NA,"Chenango","Raccoon",1,1,42.53122,-75.52378,"POINT (-75.52378 42.53122)"
"9979",2014,11,NA,"Washington","Dog",2,0,43.26707,-73.58484,"POINT (-73.58484 43.26707)"
"9980",2010,4,NA,"Suffolk","Raccoon",3,0,40.91701,-72.66214,"POINT (-72.66214 40.91701)"
"9981",2008,11,NA,"Niagara","Dog",1,0,43.16886,-78.69685,"POINT (-78.69685 43.16886)"
"9982",2014,9,NA,"Jefferson","Cat",1,0,43.97238,-75.91125,"POINT (-75.91125 43.97238)"
"9983",2014,7,NA,"Columbia","Fox",2,0,42.25177,-73.78788,"POINT (-73.78788 42.25177)"
"9984",2017,1,NA,"Suffolk","Cat",1,0,40.91701,-72.66214,"POINT (-72.66214 40.91701)"
"9985",2016,9,NA,"Jefferson","Raccoon",4,2,43.97238,-75.91125,"POINT (-75.91125 43.97238)"
"9986",2010,9,NA,"Niagara","Cat",1,0,43.16886,-78.69685,"POINT (-78.69685 43.16886)"
"9987",2016,2,NA,"Albany","Cat",2,0,42.6526,-73.7562,"POINT (-73.7562 42.6526)"
"9988",2013,6,NA,"Dutchess","Bat",5,0,41.76569,-73.74322,"POINT (-73.74322 41.76569)"
"9989",2010,6,NA,"Tioga","Bat",5,1,42.17028,-76.30633,"POINT (-76.30633 42.17028)"
"9990",2007,12,NA,"Albany","Raccoon",2,2,42.6526,-73.7562,"POINT (-73.7562 42.6526)"
"9991",2019,11,NA,"Monroe","Raccoon",1,1,43.15571,-77.61255,"POINT (-77.61255 43.15571)"
"9992",2021,8,NA,"Cayuga","Wild Other",1,0,43.01032,-76.57435,"POINT (-76.57435 43.01032)"
"9993",2014,8,NA,"Orange","Skunk",2,0,41.40219,-74.3241,"POINT (-74.3241 41.40219)"
"9994",2012,6,NA,"Rockland","Bat",5,0,41.14742,-73.98943,"POINT (-73.98943 41.14742)"
"9995",2014,4,NA,"Herkimer","Rodents",1,0,43.02599,-74.98441,"POINT (-74.98441 43.02599)"
"9996",2010,9,NA,"Washington","Cat",4,0,43.26707,-73.58484,"POINT (-73.58484 43.26707)"
"9997",2016,9,NA,"Delaware","Wild Other",1,0,42.27959,-74.91376,"POINT (-74.91376 42.27959)"
"9998",2022,7,NA,"Genesee","Skunk",1,0,42.9838,-78.1564,"POINT (-78.1564 42.9838)"
"9999",2019,10,NA,"Oneida","Cat",3,0,43.10205,-75.23,"POINT (-75.23 43.10205)"
"10000",2008,9,NA,"Oswego","Bat",4,0,43.4576,-76.50769,"POINT (-76.50769 43.4576)"
"10001",2017,6,NA,"Onondaga","Raccoon",1,0,43.04794,-76.14745,"POINT (-76.14745 43.04794)"
"10002",2018,7,NA,"St. Lawrence","Bat",6,0,44.59563,-75.16923,"POINT (-75.16923 44.59563)"
"10003",2019,2,NA,"Niagara","Bat",3,0,43.16886,-78.69685,"POINT (-78.69685 43.16886)"
"10004",2022,3,NA,"Steuben","Wild Other",3,0,42.26781,-77.38381,"POINT (-77.38381 42.26781)"
"10005",2022,6,NA,"Niagara","Raccoon",16,1,43.16886,-78.69685,"POINT (-78.69685 43.16886)"
"10006",2022,5,NA,"Erie","Wild Other",2,0,42.75816,-78.77966,"POINT (-78.77966 42.75816)"
"10007",2020,2,NA,"St. Lawrence","Raccoon",3,0,44.59563,-75.16923,"POINT (-75.16923 44.59563)"
"10008",2012,9,NA,"Sullivan","Cat",2,0,41.65454,-74.68491,"POINT (-74.68491 41.65454)"
"10009",2011,7,NA,"Monroe","Dog",2,0,43.15571,-77.61255,"POINT (-77.61255 43.15571)"
"10010",2011,3,NA,"Erie","Cat",9,0,42.75816,-78.77966,"POINT (-78.77966 42.75816)"
"10011",2024,4,NA,"Cayuga","Bat",2,0,43.01032,-76.57435,"POINT (-76.57435 43.01032)"
"10012",2019,6,NA,"Yates","Bat",1,0,42.66095,-77.05365,"POINT (-77.05365 42.66095)"
"10013",2022,10,NA,"Nassau","Dog",1,0,40.74607,-73.63462,"POINT (-73.63462 40.74607)"
"10014",2018,1,NA,"Ontario","Raccoon",2,2,42.88749,-77.28249,"POINT (-77.28249 42.88749)"
"10015",2009,2,NA,"Tompkins","Dog",2,0,42.45201,-76.47367,"POINT (-76.47367 42.45201)"
"10016",2009,10,NA,"Montgomery","Cat",2,0,42.95571,-74.37199,"POINT (-74.37199 42.95571)"
"10017",2022,11,NA,"Columbia","Bat",2,0,42.25177,-73.78788,"POINT (-73.78788 42.25177)"
"10018",2022,10,NA,"Monroe","Cat",4,0,43.15571,-77.61255,"POINT (-77.61255 43.15571)"
"10019",2024,6,NA,"Westchester","Raccoon",1,0,41.122,-73.7949,"POINT (-73.7949 41.122)"
"10020",2009,12,NA,"Dutchess","Bat",1,0,41.76569,-73.74322,"POINT (-73.74322 41.76569)"
"10021",2019,12,NA,"Herkimer","Dog",1,0,43.02599,-74.98441,"POINT (-74.98441 43.02599)"
"10022",2024,5,NA,"Yates","Cat",1,0,42.66095,-77.05365,"POINT (-77.05365 42.66095)"
"10023",2014,7,NA,"Clinton","Raccoon",2,0,44.69967,-73.45181,"POINT (-73.45181 44.69967)"
"10024",2020,9,NA,"Lewis","Domestic Other",1,0,43.78471,-75.44877,"POINT (-75.44877 43.78471)"
"10025",2009,8,NA,"Steuben","Domestic Other",1,0,42.26781,-77.38381,"POINT (-77.38381 42.26781)"
"10026",2010,1,NA,"Cattaraugus","Raccoon",1,1,42.24942,-78.79884,"POINT (-78.79884 42.24942)"
"10027",2011,4,NA,"Erie","Bat",12,0,42.75816,-78.77966,"POINT (-78.77966 42.75816)"
